word,tag
affected,VERB
!,ADJ
it,PRON
is,VERB
!,ADJ
as,ADP
one,NUM
engineer,NOUN
says,VERB
!,ADJ
!,ADJ
indeed,ADV
a,DET
difficult,ADJ
thing,NOUN
for,ADP
the,DET
engineer,NOUN
to,PRT
accept,VERB
that,ADP
he,PRON
can,VERB
go,VERB
as,ADV
far,ADV
on,ADP
his,DET
technical,ADJ
merit,NOUN
as,ADP
he,PRON
could,VERB
employing,VERB
managerial,ADJ
skills,NOUN
!,ADJ
this,DET
difficulty,NOUN
arises,VERB
even,ADV
though,ADP
we,PRON
can,VERB
give,VERB
examples,NOUN
of,ADP
men,NOUN
who,PRON
have,VERB
actually,ADV
followed,VERB
this,DET
course,NOUN
!,ADJ
this,DET
leads,VERB
one,NOUN
to,PRT
conclude,VERB
!,ADJ
as,ADP
you,PRON
have,VERB
!,ADJ
that,ADP
there,PRT
is,VERB
inevitably,ADV
more,ADJ
prestige,NOUN
in,ADP
a,DET
management,NOUN
position,NOUN
in,ADP
the,DET
minds,NOUN
of,ADP
our,DET
people,NOUN
!,ADJ
!,ADJ
nobody,NOUN
should,VERB
be,VERB
more,ADV
able,ADJ
to,PRT
answer,VERB
the,DET
questions,NOUN
on,ADP
this,DET
score,NOUN
than,ADP
engineering,VERB
vice-presidents,NOUN
and,CONJ
chief,ADJ
engineers,NOUN
!,ADJ
so,ADV
we,PRON
asked,VERB
such,ADJ
men,NOUN
in,ADP
major,ADJ
companies,NOUN
in,ADP
the,DET
design,NOUN
field,NOUN
to,PRT
offer,VERB
their,DET
opinions,NOUN
on,ADP
the,DET
!,ADJ
dual-road-up,ADJ
!,ADJ
problem,NOUN
!,ADJ
and,CONJ
more,ADV
importantly,ADV
!,ADJ
their,DET
solutions,NOUN
!,ADJ
in,ADP
the,DET
paragraphs,NOUN
that,PRON
follow,VERB
!,ADJ
we,PRON
quote,VERB
from,ADP
32,NUM
men,NOUN
who,PRON
are,VERB
identified,VERB
on,ADP
the,DET
final,ADJ
page,NOUN
!,ADJ
first,ADV
!,ADJ
what,DET
title,NOUN
!,ADJ
what,DET
setup,NOUN
!,ADJ
!,ADJ
among,ADP
the,DET
more,ADV
familiar,ADJ
plans,NOUN
for,ADP
dual-channel,ADJ
advancement,NOUN
is,VERB
that,DET
of,ADP
general,NOUN
electric,NOUN
!,ADJ
this,DET
is,VERB
not,ADV
a,DET
mutually,ADV
exclusive,ADJ
plan,NOUN
!,ADJ
!,ADJ
there,PRT
is,VERB
no,DET
one,NUM
point,NOUN
in,ADP
a,DET
man's,NOUN
career,NOUN
at,ADP
which,DET
he,PRON
must,VERB
select,VERB
either,CONJ
the,DET
technical,ADJ
or,CONJ
the,DET
managerial,ADJ
path,NOUN
upward,ADV
!,ADJ
further,ADV
!,ADJ
the,DET
management,NOUN
path,NOUN
does,VERB
not,ADV
open,VERB
the,DET
door,NOUN
to,ADP
higher,ADJ
opportunities,NOUN
than,ADP
are,VERB
offered,VERB
by,ADP
the,DET
more,ADV
technical,ADJ
path,NOUN
!,ADJ
it,PRON
is,VERB
common,ADJ
to,PRT
shift,VERB
back,ADV
and,CONJ
forth,ADV
!,ADJ
working,VERB
up,PRT
through,ADP
a,DET
number,NOUN
of,ADP
supervisory,ADJ
and,CONJ
individual-contributor,ADJ
positions,NOUN
!,ADJ
actually,ADV
!,ADJ
there,PRT
are,VERB
a,DET
number,NOUN
of,ADP
individual-contributor,ADJ
positions,NOUN
in,ADP
both,DET
operating,VERB
departments,NOUN
and,CONJ
in,ADP
the,DET
company-wide,ADJ
!,ADJ
services,NOUN
!,ADJ
operation,NOUN
that,PRON
are,VERB
filled,VERB
by,ADP
men,NOUN
with,ADP
successful,ADJ
managerial,ADJ
experience,NOUN
who,PRON
are,VERB
currently,ADV
broadening,VERB
their,DET
capabilities,NOUN
!,ADJ
also,ADV
!,ADJ
moving,VERB
into,ADP
a,DET
managerial,ADJ
position,NOUN
does,VERB
not,ADV
necessarily,ADV
end,VERB
a,DET
man's,NOUN
recognition,NOUN
as,ADP
a,DET
technical,ADJ
expert,NOUN
!,ADJ
as,ADP
examples,NOUN
at,ADP
ge,NOUN
!,ADJ
glen,NOUN
b.,NOUN
warren,NOUN
!,ADJ
formerly,ADV
manager,NOUN
of,ADP
the,DET
turbine,NOUN
division,NOUN
!,ADJ
widely,ADV
recognized,VERB
as,ADP
a,DET
turbine,NOUN
designer,NOUN
!,ADJ
the,DET
late,ADJ
w.,NOUN
r.,NOUN
g.,NOUN
baker,NOUN
!,ADJ
a,DET
pioneer,NOUN
in,ADP
television,NOUN
design,NOUN
and,CONJ
long-time,NOUN
vp,NOUN
&,CONJ
gm,NOUN
of,ADP
the,DET
electronics,NOUN
division,NOUN
!,ADJ
and,CONJ
later,ADV
!,ADJ
by,ADP
his,DET
own,ADJ
choice,NOUN
!,ADJ
an,DET
individual,ADJ
consultant,NOUN
!,ADJ
harold,NOUN
e.,NOUN
strang,NOUN
!,ADJ
expert,NOUN
in,ADP
switchgear,NOUN
design,NOUN
!,ADJ
for,ADP
a,DET
long,ADJ
period,NOUN
vp,NOUN
&,CONJ
gm,NOUN
of,ADP
the,DET
measurements,NOUN
&,CONJ
industrial,ADJ
products,NOUN
division,NOUN
!,ADJ
and,CONJ
who,PRON
currently,ADV
!,ADJ
approaching,VERB
retirement,NOUN
!,ADJ
is,VERB
vice-president,NOUN
and,CONJ
consulting,VERB
engineer,NOUN
in,ADP
the,DET
switchgear,NOUN
&,CONJ
control,NOUN
division,NOUN
!,ADJ
in,ADP
the,DET
ge,NOUN
plan,NOUN
!,ADJ
a,DET
number,NOUN
of,ADP
individual,ADJ
contributors,NOUN
have,VERB
positions,NOUN
and,CONJ
compensation,NOUN
higher,ADJ
than,ADP
those,DET
of,ADP
many,ADJ
managers,NOUN
!,ADJ
these,DET
positions,NOUN
carry,VERB
such,ADJ
titles,NOUN
as,ADP
!,ADJ
consultant,NOUN
!,ADJ
advanced,ADJ
development,NOUN
consulting,VERB
engineer,NOUN
!,ADJ
consulting,VERB
engineer,NOUN
!,ADJ
heat,NOUN
transfer,NOUN
consulting,VERB
electrical,ADJ
engineer,NOUN
!,ADJ
senior,ADJ
electrical,ADJ
engineer,NOUN
!,ADJ
senior,ADJ
physicist,NOUN
!,ADJ
westinghouse,NOUN
has,VERB
a,DET
similar,ADJ
system,NOUN
!,ADJ
with,ADP
two,NUM
classifications,NOUN
representing,VERB
various,ADJ
levels,NOUN
of,ADP
competence,NOUN
on,ADP
the,DET
strictly,ADV
technical,ADJ
side,NOUN
!,ADJ
consulting,VERB
engineer,NOUN
or,CONJ
scientist,NOUN
!,ADJ
as,ADP
the,DET
case,NOUN
may,VERB
be,VERB
!,ADJ
and,CONJ
advisory,ADJ
engineer,NOUN
or,CONJ
scientist,NOUN
!,ADJ
many,ADJ
companies,NOUN
have,VERB
systems,NOUN
!,ADJ
particularly,ADV
in,ADP
r,NOUN
&,CONJ
d,NOUN
!,ADJ
which,DET
work,VERB
more,ADV
or,CONJ
less,ADV
well,ADV
!,ADJ
depending,ADP
upon,ADP
size,NOUN
and,CONJ
actual,ADJ
belief,NOUN
in,ADP
the,DET
policy,NOUN
on,ADP
the,DET
part,NOUN
of,ADP
administration,NOUN
!,ADJ
as,ADP
will,VERB
be,VERB
abundantly,ADV
apparent,ADJ
in,ADP
subsequent,ADJ
quotations,NOUN
!,ADJ
another,DET
factor,NOUN
that,PRON
may,VERB
hold,VERB
hope,NOUN
is,VERB
for,ADP
parallel,NOUN
recognition,NOUN
is,VERB
!,ADJ
as,ADP
one,NUM
man,NOUN
says,VERB
it,PRON
!,ADJ
!,ADJ
that,ADP
the,DET
fad,NOUN
for,ADP
educating,VERB
top,ADJ
people,NOUN
along,ADP
managerial,ADJ
lines,NOUN
is,VERB
yielding,VERB
to,ADP
the,DET
technically,ADV
trained,VERB
approach,NOUN
!,ADJ
!,ADJ
senior,ADJ
staff,NOUN
engineer,NOUN
!,ADJ
!,ADJ
one,NUM
company,NOUN
instituted,VERB
!,ADJ
early,ADV
in,ADP
1959,NUM
!,ADJ
a,DET
vertical,ADJ
classification,NOUN
system,NOUN
consisting,VERB
of,ADP
four,NUM
levels,NOUN
!,ADJ
there,PRT
is,VERB
no,DET
formal,ADJ
equivalence,NOUN
to,ADP
the,DET
supervisory,ADJ
ranks,NOUN
!,ADJ
!,ADJ
the,DET
top,ADJ
non-supervisory,ADJ
level,NOUN
!,ADJ
senior,ADJ
staff,NOUN
engineer,NOUN
!,ADJ
enjoys,VERB
status,NOUN
and,CONJ
pay,NOUN
ranging,VERB
up,PRT
to,ADP
that,DET
for,ADP
the,DET
second,ADJ
level,NOUN
of,ADP
engineering,VERB
supervision,NOUN
!,ADJ
the,DET
second,ADJ
level,NOUN
!,ADJ
senior,ADJ
engineer,NOUN
!,ADJ
rates,VERB
slightly,ADV
below,ADP
first-level,NOUN
supervision,NOUN
!,ADJ
the,DET
expectation,NOUN
is,VERB
that,ADP
first-level,NOUN
supervisors,NOUN
will,VERB
be,VERB
selected,VERB
in,ADP
approximately,ADV
equal,ADJ
numbers,NOUN
from,ADP
the,DET
second,ADJ
and,CONJ
third,ADJ
engineering,VERB
level,NOUN
!,ADJ
with,ADP
very,ADV
few,ADJ
coming,VERB
from,ADP
the,DET
first,ADJ
level,NOUN
!,ADJ
the,DET
company,NOUN
expects,VERB
to,PRT
extend,VERB
upward,ADV
both,DET
compensation,NOUN
and,CONJ
status,NOUN
for,ADP
non-supervisory,ADJ
engineers,NOUN
!,ADJ
but,CONJ
probably,ADV
not,ADV
into,ADP
executive,NOUN
levels,NOUN
!,ADJ
in,ADP
this,DET
organization,NOUN
!,ADJ
about,ADV
half,PRT
of,ADP
the,DET
engineers,NOUN
with,ADP
15,NUM
or,CONJ
more,ADJ
years,NOUN
of,ADP
employment,NOUN
are,VERB
in,ADP
supervision,NOUN
!,ADJ
engineering,VERB
or,CONJ
elsewhere,ADV
!,ADJ
this,DET
reflects,VERB
the,DET
very,ADV
heavy,ADJ
engineering,NOUN
content,NOUN
of,ADP
the,DET
products,NOUN
!,ADJ
which,DET
are,VERB
not,ADV
military,ADJ
!,ADJ
several,ADJ
other,ADJ
examples,NOUN
!,ADJ
central,ADJ
and,CONJ
satellite,NOUN
!,ADJ
we,PRON
have,VERB
over,PRT
20,NUM
divisions,NOUN
!,ADJ
each,DET
of,ADP
which,DET
has,VERB
an,DET
engineering,VERB
department,NOUN
headed,VERB
by,ADP
a,DET
chief,ADJ
engineer,NOUN
!,ADJ
we,PRON
have,VERB
set,VERB
up,PRT
a,DET
central,ADJ
r,NOUN
&,CONJ
d,NOUN
department,NOUN
!,ADJ
as,ADV
well,ADV
as,ADP
engineering-management,NOUN
departments,NOUN
!,ADJ
about,ADV
80,NUM
people,NOUN
working,VERB
on,ADP
problems,NOUN
related,VERB
to,ADP
those,DET
of,ADP
our,DET
plants,NOUN
!,ADJ
a,DET
separate,ADJ
research,NOUN
department,NOUN
is,VERB
!,ADJ
of,ADP
course,NOUN
!,ADJ
confined,VERB
to,ADP
new,ADJ
or,CONJ
future,ADJ
designs,NOUN
!,ADJ
part,NOUN
of,ADP
this,DET
headquarters,NOUN
staff,NOUN
!,ADJ
however,ADV
!,ADJ
are,VERB
engineering,VERB
managers,NOUN
who,PRON
work,VERB
between,ADP
divisional,ADJ
chief,ADJ
engineers,NOUN
and,CONJ
headquarters,NOUN
management,NOUN
!,ADJ
these,DET
headquarters,NOUN
engineers,NOUN
!,ADJ
headed,VERB
by,ADP
the,DET
vice-president,NOUN
!,ADJ
engineering,VERB
!,ADJ
counsel,VERB
and,CONJ
advise,VERB
divisional,ADJ
managers,NOUN
and,CONJ
chief,ADJ
engineers,NOUN
on,ADP
product,NOUN
problems,NOUN
as,ADV
well,ADV
as,ADP
aid,VERB
with,ADP
design,NOUN
!,ADJ
!,ADJ
and,CONJ
many,ADJ
are,VERB
engineers,NOUN
who,PRON
have,VERB
been,VERB
advanced,VERB
from,ADP
the,DET
divisions,NOUN
!,ADJ
these,DET
men,NOUN
are,VERB
considered,VERB
managers,NOUN
of,ADP
engineers,NOUN
!,ADJ
they,PRON
must,VERB
learn,VERB
to,PRT
wear,VERB
several,ADJ
hats,NOUN
!,ADJ
so,ADV
to,PRT
speak,VERB
!,ADJ
working,VERB
with,ADP
management,NOUN
!,ADJ
sales,NOUN
and,CONJ
engineering,VERB
problems,NOUN
related,VERB
to,ADP
the,DET
product,NOUN
!,ADJ
!,ADJ
we,PRON
do,VERB
not,ADV
have,VERB
people,NOUN
in,ADP
our,DET
organization,NOUN
termed,VERB
!,ADJ
consultants,NOUN
!,ADJ
or,CONJ
!,ADJ
fellows,NOUN
!,ADJ
!,ADJ
who,PRON
are,VERB
specialists,NOUN
in,ADP
one,NUM
particular,ADJ
technical,ADJ
subject,NOUN
!,ADJ
i,PRON
suppose,VERB
it,PRON
is,VERB
because,ADP
we,PRON
are,VERB
just,ADV
not,ADV
big,ADJ
enough,ADV
!,ADJ
we,PRON
have,VERB
a,DET
few,ADJ
!,ADJ
consultants,NOUN
!,ADJ
!,ADJ
retired,VERB
engineers,NOUN
retained,VERB
and,CONJ
called,VERB
in,PRT
on,ADP
certain,ADJ
problems,NOUN
!,ADJ
the,DET
only,ADJ
!,ADJ
fellows,NOUN
!,ADJ
in,ADP
our,DET
company,NOUN
are,VERB
those,DET
who,PRON
have,VERB
been,VERB
honored,VERB
by,ADP
asme,NOUN
!,ADJ
aiee,NOUN
or,CONJ
aiche,NOUN
!,ADJ
i,PRON
am,VERB
sure,ADJ
that,ADP
the,DET
engineer,NOUN
who,PRON
enters,VERB
management,NOUN
is,VERB
nearly,ADV
always,ADV
opening,VERB
the,DET
door,NOUN
to,ADP
greater,ADJ
possibilities,NOUN
than,ADP
he,PRON
would,VERB
have,VERB
as,ADP
a,DET
technical,ADJ
specialist,NOUN
!,ADJ
because,ADV
of,ADP
his,DET
wider,ADJ
accountability,NOUN
!,ADJ
!,ADJ
another,DET
structure,NOUN
!,ADJ
we,PRON
have,VERB
tried,VERB
to,PRT
make,VERB
both,DET
paths,NOUN
attractive,ADJ
!,ADJ
so,ADP
that,ADP
good,ADJ
men,NOUN
could,VERB
find,VERB
opportunity,NOUN
and,CONJ
satisfaction,NOUN
in,ADP
either,DET
!,ADJ
one,NUM
way,NOUN
to,PRT
formalize,VERB
this,DET
is,VERB
in,ADP
the,DET
job,NOUN
structure,NOUN
!,ADJ
we,PRON
have,VERB
these,DET
positions,NOUN
!,ADJ
which,DET
compare,VERB
directly,ADV
!,ADJ
af,NOUN
!,ADJ
above,ADP
these,DET
jobs,NOUN
we,PRON
have,VERB
chief,ADJ
engineer,NOUN
for,ADP
the,DET
company,NOUN
and,CONJ
vice-president,NOUN
of,ADP
engrg,NOUN
!,ADJ
r,NOUN
&,CONJ
aj,NOUN
!,ADJ
the,DET
latter,ADJ
jobs,NOUN
include,VERB
major,ADJ
management,NOUN
responsibilities,NOUN
and,CONJ
have,VERB
been,VERB
filled,VERB
by,ADP
those,DET
who,PRON
have,VERB
come,VERB
up,PRT
primarily,ADV
through,ADP
the,DET
engineering-management,NOUN
side,NOUN
!,ADJ
we,PRON
have,VERB
not,ADV
yet,ADV
succeeded,VERB
in,ADP
establishing,VERB
recognition,NOUN
of,ADP
technical,ADJ
specialization,NOUN
comparable,ADJ
to,ADP
our,DET
higher,ADJ
levels,NOUN
of,ADP
management,NOUN
!,ADJ
but,CONJ
i,PRON
believe,VERB
we,PRON
will,VERB
trend,NOUN
in,ADP
this,DET
direction,NOUN
but,CONJ
not,ADV
to,PRT
exceed,VERB
vice-president,NOUN
!,ADJ
!,ADJ
top,ADJ
job,NOUN
!,ADJ
research,NOUN
scientist,NOUN
!,ADJ
!,ADJ
approximately,ADV
four,NUM
years,NOUN
ago,ADV
!,ADJ
we,PRON
initiated,VERB
a,DET
dual,ADJ
ladder,NOUN
of,ADP
advancement,NOUN
for,ADP
technical,ADJ
persons,NOUN
!,ADJ
the,DET
highest,ADJ
position,NOUN
is,VERB
known,VERB
as,ADP
a,DET
!,ADJ
research,NOUN
scientist,NOUN
!,ADJ
this,DET
approach,NOUN
has,VERB
not,ADV
been,VERB
entirely,ADV
satisfactory,ADJ
!,ADJ
the,DET
primary,ADJ
deterrent,NOUN
appears,VERB
to,PRT
lie,VERB
with,ADP
the,DET
technical,ADJ
people,NOUN
themselves,PRON
!,ADJ
and,CONJ
their,DET
concept,NOUN
of,ADP
what,DET
constitutes,VERB
status,NOUN
in,ADP
present-day,ADJ
society,NOUN
!,ADJ
scientists,NOUN
who,PRON
agitate,VERB
hardest,ADV
for,ADP
technical,ADJ
recognition,NOUN
are,VERB
often,ADV
the,DET
most,ADV
reluctant,ADJ
to,PRT
accept,VERB
it,PRON
!,ADJ
we,PRON
have,VERB
discovered,VERB
that,ADP
the,DET
outward,ADJ
trappings,NOUN
such,ADJ
as,ADP
private,ADJ
offices,NOUN
and,CONJ
private,ADJ
secretaries,NOUN
are,VERB
extremely,ADV
important,ADJ
!,ADJ
!,ADJ
and,CONJ
although,ADP
we,PRON
have,VERB
attempted,VERB
to,PRT
provide,VERB
these,DET
status,NOUN
symbols,NOUN
!,ADJ
support,NOUN
of,ADP
the,DET
!,ADJ
dual-ladder,ADJ
!,ADJ
plan,NOUN
has,VERB
been,VERB
half-hearted,ADJ
despite,ADP
the,DET
creation,NOUN
of,ADP
a,DET
salary,NOUN
potential,NOUN
for,ADP
a,DET
research,NOUN
scientist,NOUN
commensurate,ADJ
with,ADP
that,DET
of,ADP
men,NOUN
in,ADP
top,ADJ
managerial,ADJ
positions,NOUN
!,ADJ
!,ADJ
a,DET
serious,ADJ
problem,NOUN
accompanying,VERB
the,DET
technical-ladder,NOUN
approach,NOUN
is,VERB
the,DET
difficulty,NOUN
of,ADP
clearly,ADV
defining,VERB
responsibilities,NOUN
and,CONJ
standards,NOUN
of,ADP
performance,NOUN
for,ADP
each,DET
level,NOUN
!,ADJ
with,ADP
no,DET
set,VERB
standards,NOUN
!,ADJ
there,PRT
is,VERB
the,DET
tendency,NOUN
to,PRT
promote,VERB
to,ADP
the,DET
next,ADJ
highest,ADJ
level,NOUN
when,ADV
the,DET
top,NOUN
of,ADP
a,DET
salary,NOUN
band,NOUN
is,VERB
reached,VERB
regardless,ADV
of,ADP
performance,NOUN
!,ADJ
promotion,NOUN
is,VERB
too,ADV
often,ADV
based,VERB
on,ADP
longevity,NOUN
and,CONJ
time,NOUN
in,ADP
salary,NOUN
grade,NOUN
instead,ADV
of,ADP
merit,NOUN
!,ADJ
if,ADP
no,DET
specific,ADJ
organization,NOUN
plan,NOUN
exists,VERB
limiting,VERB
the,DET
number,NOUN
of,ADP
scientists,NOUN
at,ADP
each,DET
salary,NOUN
level,NOUN
!,ADJ
the,DET
result,NOUN
is,VERB
a,DET
department,NOUN
top-heavy,ADJ
with,ADP
high-level,NOUN
!,ADJ
high-salaried,ADJ
personnel,NOUN
!,ADJ
!,ADJ
staff,NOUN
engineer,NOUN
dept.,NOUN
manager,NOUN
!,ADJ
we,PRON
have,VERB
two,NUM
approaches,NOUN
for,ADP
the,DET
technical,ADJ
man,NOUN
!,ADJ
the,DET
position,NOUN
of,ADP
staff,NOUN
engineer,NOUN
!,ADJ
which,DET
is,VERB
rated,VERB
as,ADV
high,ADJ
in,ADP
salary,NOUN
as,ADP
department,NOUN
manager,NOUN
!,ADJ
!,ADJ
and,CONJ
an,DET
administrative,ADJ
organization,NOUN
to,PRT
take,VERB
the,DET
routine,ADJ
load,NOUN
away,ADV
from,ADP
department,NOUN
managers,NOUN
and,CONJ
project,NOUN
engineers,NOUN
as,ADV
much,ADJ
as,ADP
possible,ADJ
!,ADJ
thus,ADV
allowing,VERB
them,PRON
more,ADJ
time,NOUN
for,ADP
strictly,ADV
technical,ADJ
work,NOUN
!,ADJ
these,DET
are,VERB
only,ADV
halfway,ADJ
measures,NOUN
!,ADJ
and,CONJ
the,DET
answer,NOUN
will,VERB
come,VERB
when,ADV
some,DET
way,NOUN
is,VERB
found,VERB
to,PRT
allow,VERB
the,DET
technical,ADJ
man,NOUN
in,ADP
industry,NOUN
to,PRT
progress,VERB
without,ADP
limit,NOUN
in,ADP
salary,NOUN
and,CONJ
prestige,NOUN
!,ADJ
!,ADJ
a,DET
complete,ADJ
plan,NOUN
!,ADJ
we,PRON
have,VERB
made,VERB
limited,VERB
application,NOUN
of,ADP
the,DET
!,ADJ
parallel,ADJ
ladder,NOUN
!,ADJ
plan,NOUN
!,ADJ
the,DET
highest,ADV
rated,VERB
non-supervisory,ADJ
engineering,VERB
title,NOUN
is,VERB
!,ADJ
research,NOUN
engineer,NOUN
!,ADJ
the,DET
salary,NOUN
schedule,NOUN
permits,VERB
remuneration,NOUN
greater,ADJ
than,ADP
the,DET
average,NOUN
paid,VERB
to,ADP
the,DET
first,ADJ
level,NOUN
of,ADP
engineering,VERB
supervision,NOUN
!,ADJ
engineering,VERB
section,NOUN
head,NOUN
!,ADJ
!,ADJ
we,PRON
also,ADV
have,VERB
an,DET
!,ADJ
engineering,VERB
section,NOUN
head,NOUN
!,ADJ
research,NOUN
engineer,NOUN
!,ADJ
classification,NOUN
which,DET
has,VERB
salary,NOUN
possibilities,NOUN
equivalent,ADJ
to,ADP
that,DET
of,ADP
a,DET
research,NOUN
engineer,NOUN
!,ADJ
above,ADP
this,DET
point,NOUN
there,PRT
is,VERB
no,DET
generally,ADV
used,VERB
parallel,ADJ
ladder,NOUN
!,ADJ
!,ADJ
we,PRON
also,ADV
do,VERB
a,DET
number,NOUN
of,ADP
things,NOUN
to,PRT
build,VERB
up,PRT
the,DET
prestige,NOUN
of,ADP
the,DET
engineer,NOUN
as,ADP
a,DET
!,ADJ
professional,NOUN
!,ADJ
and,CONJ
also,ADV
to,PRT
give,NOUN
public,ADJ
recognition,NOUN
to,ADP
individual,ADJ
technical,ADJ
competence,NOUN
!,ADJ
these,DET
include,VERB
encouragement,NOUN
of,ADP
!,ADJ
and,CONJ
assistance,NOUN
to,ADP
!,ADJ
the,DET
engineer,NOUN
in,ADP
preparation,NOUN
and,CONJ
publication,NOUN
of,ADP
technical,ADJ
papers,NOUN
!,ADJ
we,PRON
have,VERB
two,NUM
media,NOUN
for,ADP
publicizing,VERB
individual,ADJ
technical,ADJ
activity,NOUN
!,ADJ
a,DET
magazine,NOUN
widely,ADV
distributed,VERB
both,DET
within,ADP
and,CONJ
without,ADP
the,DET
company,NOUN
!,ADJ
and,CONJ
an,DET
information,NOUN
bulletin,NOUN
for,ADP
engineering,VERB
personnel,NOUN
distributed,VERB
to,ADP
the,DET
homes,NOUN
of,ADP
all,PRT
engineers,NOUN
!,ADJ
publicity,NOUN
is,VERB
given,VERB
to,ADP
the,DET
award,NOUN
of,ADP
patents,NOUN
to,ADP
our,DET
engineers,NOUN
and,CONJ
financial,ADJ
support,NOUN
is,VERB
provided,VERB
for,ADP
individual,ADJ
membership,NOUN
in,ADP
technical,ADJ
societies,NOUN
!,ADJ
!,ADJ
a,DET
recent,ADJ
!,ADJ
and,CONJ
more,ADV
pertinent,ADJ
action,NOUN
!,ADJ
has,VERB
been,VERB
the,DET
establishment,NOUN
of,ADP
a,DET
technical,ADJ
staff,NOUN
reporting,VERB
to,ADP
the,DET
vice-president,NOUN
for,ADP
engineering,NOUN
!,ADJ
this,DET
function,NOUN
is,VERB
staffed,VERB
by,ADP
engineers,NOUN
chosen,VERB
for,ADP
their,DET
technical,ADJ
competence,NOUN
and,CONJ
who,PRON
have,VERB
the,DET
title,NOUN
!,ADJ
member,NOUN
of,ADP
the,DET
technical,ADJ
staff,NOUN
!,ADJ
salaries,NOUN
compare,VERB
favorably,ADV
with,ADP
those,DET
paid,VERB
to,ADP
the,DET
first,ADJ
two,NUM
or,CONJ
three,NUM
levels,NOUN
of,ADP
management,NOUN
!,ADJ
additional,ADJ
symbols,NOUN
of,ADP
status,NOUN
are,VERB
granted,VERB
!,ADJ
such,ADJ
as,ADP
reserved,VERB
parking,NOUN
!,ADJ
distinctive,ADJ
badge,NOUN
passes,NOUN
authorizing,VERB
special,ADJ
privileges,NOUN
!,ADJ
and,CONJ
a,DET
difference,NOUN
in,ADP
the,DET
treatment,NOUN
of,ADP
financial,ADJ
progress,NOUN
through,ADP
merit,NOUN
!,ADJ
!,ADJ
we,PRON
presently,ADV
are,VERB
involved,VERB
in,ADP
inaugurating,VERB
a,DET
new,ADJ
development,NOUN
center,NOUN
!,ADJ
operations,NOUN
of,ADP
this,DET
nature,NOUN
offer,VERB
the,DET
best,ADJ
opportunity,NOUN
to,PRT
recognize,VERB
scientific,ADJ
status,NOUN
!,ADJ
all,PRT
scientific,ADJ
staff,NOUN
members,NOUN
will,VERB
have,VERB
the,DET
title,NOUN
!,ADJ
!,ADJ
research-staff,NOUN
member,NOUN
!,ADJ
the,DET
salary,NOUN
level,NOUN
of,ADP
an,DET
individual,NOUN
within,ADP
the,DET
group,NOUN
will,VERB
reflect,VERB
the,DET
scientific,ADJ
community's,NOUN
acceptance,NOUN
of,ADP
him,PRON
as,ADP
an,DET
authority,NOUN
in,ADP
his,DET
scientific,ADJ
field,NOUN
!,ADJ
contrary,ADJ
to,ADP
usual,ADJ
organization-position,NOUN
evaluations,NOUN
!,ADJ
the,DET
position,NOUN
to,ADP
which,DET
research-staff,NOUN
members,NOUN
report,VERB
administratively,ADV
will,VERB
not,ADV
necessarily,ADV
encompass,VERB
the,DET
duties,NOUN
of,ADP
the,DET
research-staff,NOUN
member,NOUN
!,ADJ
therefore,ADV
!,ADJ
are,VERB
not,ADV
necessarily,ADV
evaluated,VERB
as,ADV
highly,ADV
!,ADJ
!,ADJ
these,DET
recent,ADJ
steps,NOUN
do,VERB
not,ADV
offer,VERB
the,DET
possibility,NOUN
of,ADP
extension,NOUN
to,ADP
the,DET
great,ADJ
number,NOUN
of,ADP
senior,ADJ
engineers,NOUN
who,PRON
have,VERB
displayed,VERB
technical,ADJ
competence,NOUN
!,ADJ
it,PRON
is,VERB
doubtful,ADJ
that,ADP
the,DET
complete,ADJ
solution,NOUN
to,ADP
the,DET
over-all,ADJ
problem,NOUN
can,VERB
result,VERB
entirely,ADV
from,ADP
company,NOUN
efforts,NOUN
!,ADJ
fundamental,ADJ
to,ADP
the,DET
difficulty,NOUN
of,ADP
creating,VERB
the,DET
desired,VERB
prestige,NOUN
is,VERB
the,DET
fact,NOUN
that,ADP
!,ADJ
in,ADP
the,DET
business,NOUN
community,NOUN
!,ADJ
prestige,NOUN
and,CONJ
status,NOUN
are,VERB
conferred,VERB
in,ADP
proportion,NOUN
to,ADP
the,DET
authority,NOUN
that,PRON
one,NUM
man,NOUN
has,VERB
over,ADP
others,NOUN
and,CONJ
the,DET
extent,NOUN
of,ADP
which,DET
he,PRON
participates,VERB
in,ADP
the,DET
management,NOUN
functions,NOUN
!,ADJ
!,ADJ
sixty,NUM
miles,NOUN
north,NOUN
of,ADP
new,ADJ
york,NOUN
city,NOUN
where,ADV
the,DET
wooded,ADJ
hills,NOUN
of,ADP
dutchess,NOUN
county,NOUN
meet,VERB
the,DET
broad,ADJ
sweep,NOUN
of,ADP
the,DET
hudson,NOUN
river,NOUN
there,PRT
is,VERB
a,DET
new,ADJ
home,NOUN
development,NOUN
called,VERB
!,ADJ
oakwood,NOUN
heights,NOUN
!,ADJ
!,ADJ
as,ADP
a,DET
matter,NOUN
of,ADP
fact,NOUN
you,PRON
could,VERB
probably,ADV
find,VERB
a,DET
new,ADJ
home,NOUN
development,NOUN
in,ADP
every,DET
populated,VERB
county,NOUN
in,ADP
the,DET
country,NOUN
with,ADP
three-bedroom,ADJ
ranch,NOUN
style,NOUN
cottages,NOUN
in,ADP
the,DET
"$14,000",NOUN
range,NOUN
!,ADJ
